,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19300,40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,-1,0,unknown,yes
21911,56,blue-collar,married,secondary,no,300,no,no,cellular,20,aug,184,3,-1,0,unknown,no
37861,34,blue-collar,single,secondary,no,62,yes,no,cellular,14,may,105,1,-1,0,unknown,no
21057,39,technician,married,secondary,no,311,no,no,cellular,14,aug,240,2,-1,0,unknown,no
13970,51,self-employed,married,tertiary,no,126,yes,no,cellular,10,jul,412,1,-1,0,unknown,no
38450,27,admin.,single,tertiary,no,144,yes,no,cellular,15,may,95,1,-1,0,unknown,no
9836,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
13748,44,management,divorced,tertiary,no,-710,yes,no,cellular,10,jul,183,1,-1,0,unknown,no
6315,33,services,married,secondary,no,684,yes,no,unknown,27,may,474,1,-1,0,unknown,no
35296,46,management,married,secondary,no,1363,yes,yes,cellular,7,may,60,4,-1,0,unknown,no
29262,37,technician,married,secondary,no,494,yes,no,cellular,2,feb,247,2,269,3,failure,no
15426,40,technician,divorced,secondary,no,700,yes,yes,cellular,18,jul,503,2,-1,0,unknown,no
43482,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
23995,36,technician,single,secondary,no,35,no,no,cellular,29,aug,493,2,-1,0,unknown,no
15331,31,student,single,tertiary,no,117,yes,no,telephone,18,jul,41,1,-1,0,unknown,no
9823,38,blue-collar,single,unknown,no,840,no,no,unknown,9,jun,176,6,-1,0,unknown,no
28806,28,entrepreneur,single,tertiary,no,341,no,no,cellular,30,jan,241,1,-1,0,unknown,no
9309,39,blue-collar,single,unknown,no,2841,yes,no,unknown,5,jun,1121,3,-1,0,unknown,no
1141,34,services,divorced,secondary,no,78,yes,no,unknown,7,may,35,3,-1,0,unknown,no
17911,36,unemployed,single,unknown,no,4481,no,no,telephone,30,jul,99,2,-1,0,unknown,no
15097,46,technician,divorced,secondary,no,-154,yes,no,cellular,17,jul,158,1,-1,0,unknown,no
12388,46,entrepreneur,married,secondary,no,4,yes,yes,unknown,27,jun,216,1,-1,0,unknown,no
31719,56,technician,married,primary,no,1232,no,no,cellular,7,apr,44,1,-1,0,unknown,no
16446,50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,jul,1327,2,-1,0,unknown,yes
2418,51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no
42834,45,management,married,tertiary,no,547,no,no,cellular,2,feb,577,1,-1,0,unknown,yes
29896,36,technician,married,tertiary,no,98,no,no,cellular,4,feb,146,1,-1,0,unknown,no
14965,31,admin.,single,secondary,no,0,yes,no,cellular,16,jul,1056,2,-1,0,unknown,no
3342,60,retired,married,secondary,no,0,yes,no,unknown,15,may,229,1,-1,0,unknown,no
7691,51,technician,married,secondary,no,4924,yes,no,unknown,30,may,448,1,-1,0,unknown,no
26752,30,management,single,tertiary,no,19796,no,no,cellular,20,nov,41,1,-1,0,unknown,no
41768,72,blue-collar,married,primary,no,4415,no,no,telephone,13,oct,120,1,-1,0,unknown,no
38003,34,blue-collar,married,primary,no,79,yes,no,cellular,14,may,406,2,-1,0,unknown,no
37428,37,services,married,secondary,no,1328,yes,no,telephone,13,may,121,2,341,4,failure,no
32373,37,technician,married,secondary,no,0,yes,no,cellular,16,apr,657,4,149,1,other,no
4729,34,technician,married,tertiary,no,0,yes,no,unknown,20,may,185,12,-1,0,unknown,no
34953,32,admin.,married,secondary,no,752,yes,no,cellular,6,may,519,2,166,5,failure,yes
3473,32,management,single,secondary,no,6,yes,no,unknown,15,may,228,1,-1,0,unknown,no
24792,44,entrepreneur,divorced,tertiary,no,316,yes,no,cellular,18,nov,244,1,-1,0,unknown,no
29549,29,management,married,tertiary,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
8383,32,technician,single,secondary,no,1279,yes,no,unknown,3,jun,1173,3,-1,0,unknown,yes
25440,51,technician,divorced,secondary,no,5964,yes,no,cellular,18,nov,577,4,-1,0,unknown,no
24358,46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no
16226,29,technician,single,secondary,no,-522,yes,yes,cellular,23,jul,89,6,-1,0,unknown,no
6653,27,management,single,secondary,no,442,yes,no,unknown,28,may,212,1,-1,0,unknown,no
30206,45,retired,married,secondary,no,900,yes,no,cellular,5,feb,508,4,266,4,other,no
20923,47,blue-collar,married,secondary,no,1021,no,no,cellular,13,aug,399,3,-1,0,unknown,no
7737,37,technician,single,secondary,no,786,yes,no,unknown,30,may,103,2,-1,0,unknown,no
33129,32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
37335,36,management,single,tertiary,no,1,yes,no,cellular,13,may,131,1,-1,0,unknown,no
15248,30,blue-collar,married,primary,no,-199,yes,yes,telephone,17,jul,207,10,-1,0,unknown,no
4488,58,housemaid,married,primary,no,11,yes,no,unknown,20,may,90,1,-1,0,unknown,no
32630,51,management,married,tertiary,no,615,yes,no,cellular,17,apr,97,1,-1,0,unknown,no
27372,43,management,married,tertiary,no,2083,no,no,cellular,21,nov,120,2,-1,0,unknown,no
4541,43,management,married,tertiary,no,-8,yes,no,unknown,20,may,473,2,-1,0,unknown,no
38720,33,admin.,single,primary,no,-258,yes,no,cellular,15,may,158,2,352,2,failure,no
44181,28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,yes
19289,54,blue-collar,married,secondary,no,506,yes,no,cellular,6,aug,126,2,-1,0,unknown,no
1281,39,blue-collar,married,primary,no,481,yes,no,unknown,8,may,204,1,-1,0,unknown,no
44529,77,retired,married,primary,no,2590,no,no,telephone,12,aug,345,1,178,20,failure,yes
42451,34,management,married,tertiary,no,250,no,no,cellular,9,dec,787,1,188,8,other,no
13301,40,admin.,married,secondary,no,1011,yes,no,cellular,8,jul,145,12,-1,0,unknown,no
43962,32,admin.,single,secondary,no,131,yes,no,cellular,22,jun,522,1,183,2,success,yes
26385,38,blue-collar,married,primary,no,433,no,no,cellular,20,nov,81,2,136,3,failure,no
39397,59,management,divorced,tertiary,yes,0,no,no,cellular,22,may,239,1,-1,0,unknown,no
41230,22,student,single,secondary,no,144,no,no,cellular,21,aug,116,1,-1,0,unknown,yes
41264,37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,193,1,success,yes
8961,29,self-employed,married,tertiary,yes,0,yes,yes,unknown,5,jun,399,3,-1,0,unknown,no
39237,35,management,single,tertiary,no,9336,yes,no,cellular,18,may,311,2,-1,0,unknown,no
6973,22,services,single,primary,no,35,yes,no,unknown,28,may,106,3,-1,0,unknown,no
5673,44,technician,married,primary,no,-1379,yes,yes,unknown,26,may,140,1,-1,0,unknown,no
263,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
18394,31,technician,single,secondary,no,0,yes,no,cellular,31,jul,16,34,-1,0,unknown,no
42001,80,retired,married,secondary,no,87,no,no,telephone,27,oct,219,2,-1,0,unknown,no
12883,47,housemaid,married,tertiary,no,333,no,no,telephone,7,jul,141,1,-1,0,unknown,no
5338,32,blue-collar,married,primary,no,827,yes,no,unknown,23,may,230,2,-1,0,unknown,no
445,51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,136,1,-1,0,unknown,no
25598,56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,no
3620,55,services,married,secondary,no,151,yes,no,unknown,15,may,88,2,-1,0,unknown,no
20904,59,technician,married,secondary,no,3562,no,no,cellular,13,aug,121,1,-1,0,unknown,no
8160,35,management,married,tertiary,no,867,yes,no,unknown,2,jun,230,3,-1,0,unknown,yes
21845,38,technician,single,secondary,no,367,no,no,cellular,20,aug,128,2,-1,0,unknown,no
2440,33,technician,single,tertiary,no,989,yes,yes,unknown,13,may,232,3,-1,0,unknown,no
30437,58,technician,married,unknown,no,1617,yes,no,cellular,5,feb,109,4,274,2,failure,no
27692,45,blue-collar,single,primary,no,2121,no,no,cellular,21,nov,326,2,-1,0,unknown,no
8797,30,admin.,single,secondary,yes,-242,no,no,unknown,4,jun,276,1,-1,0,unknown,no
29119,29,unemployed,single,secondary,no,875,no,no,cellular,2,feb,137,1,-1,0,unknown,no
28936,31,management,single,tertiary,no,1130,yes,no,cellular,2,feb,181,1,264,3,failure,no
18430,31,services,married,unknown,no,-82,yes,no,cellular,31,jul,543,31,-1,0,unknown,no
27718,50,technician,married,tertiary,no,72,no,no,telephone,5,dec,12,1,-1,0,unknown,no
25369,34,technician,single,tertiary,no,2047,yes,no,cellular,18,nov,72,2,113,5,failure,no
330,48,blue-collar,married,secondary,no,1,no,no,unknown,5,may,669,3,-1,0,unknown,no
13101,34,blue-collar,married,primary,no,-480,yes,yes,cellular,8,jul,225,1,-1,0,unknown,no
30349,41,admin.,divorced,secondary,no,8,no,no,cellular,5,feb,92,1,-1,0,unknown,no
556,39,services,divorced,primary,no,471,yes,no,unknown,6,may,161,2,-1,0,unknown,no
5789,47,technician,married,secondary,no,-545,yes,yes,unknown,26,may,140,5,-1,0,unknown,no
9761,59,retired,married,unknown,no,1491,no,no,unknown,9,jun,157,2,-1,0,unknown,no
32460,53,blue-collar,married,primary,no,241,yes,no,cellular,16,apr,1410,1,325,2,failure,no
17397,55,technician,married,secondary,no,176,yes,no,cellular,28,jul,106,2,-1,0,unknown,no
33457,37,management,married,secondary,no,222,yes,no,cellular,20,apr,115,2,-1,0,unknown,no
19081,38,management,single,tertiary,no,1637,no,yes,cellular,5,aug,231,1,-1,0,unknown,no
17716,48,services,married,secondary,no,3726,yes,no,cellular,29,jul,369,2,-1,0,unknown,no
38776,54,blue-collar,divorced,secondary,no,244,yes,yes,cellular,18,may,9,11,350,11,other,no
18739,43,management,single,primary,yes,-39,yes,no,cellular,31,jul,9,23,-1,0,unknown,no
5745,36,technician,divorced,secondary,no,160,yes,no,unknown,26,may,142,1,-1,0,unknown,no
20813,55,services,married,secondary,no,-31,no,yes,cellular,13,aug,81,2,-1,0,unknown,no
3392,53,blue-collar,married,secondary,no,136,yes,no,unknown,15,may,99,1,-1,0,unknown,no
1812,27,student,married,tertiary,no,659,yes,no,unknown,9,may,111,2,-1,0,unknown,no
31480,35,technician,married,secondary,no,0,no,no,cellular,1,apr,295,1,303,1,other,no
13297,27,blue-collar,married,secondary,no,-59,no,yes,cellular,8,jul,154,3,-1,0,unknown,no
39035,43,services,married,secondary,no,43,yes,no,cellular,18,may,199,1,-1,0,unknown,no
36237,55,management,divorced,unknown,no,0,yes,no,cellular,11,may,29,3,-1,0,unknown,no
14587,51,self-employed,married,tertiary,no,146,no,no,cellular,15,jul,132,3,-1,0,unknown,no
16466,41,management,divorced,tertiary,no,846,no,yes,cellular,23,jul,206,3,-1,0,unknown,no
44541,28,management,single,tertiary,no,-62,no,no,unknown,12,aug,17,1,-1,0,unknown,no
11802,44,management,married,tertiary,no,2400,no,no,unknown,20,jun,82,1,-1,0,unknown,no
5865,39,management,married,tertiary,no,-1026,yes,no,unknown,26,may,200,2,-1,0,unknown,no
28379,52,management,married,secondary,no,596,yes,no,cellular,29,jan,113,1,188,1,other,no
27871,38,technician,single,secondary,no,275,yes,no,cellular,28,jan,52,1,-1,0,unknown,no
4221,41,technician,single,secondary,no,0,yes,yes,unknown,19,may,162,1,-1,0,unknown,no
17790,54,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,unknown,no
34934,27,unemployed,single,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,unknown,no
24770,34,blue-collar,married,secondary,no,2305,yes,no,cellular,18,nov,301,1,-1,0,unknown,no
19287,52,technician,married,secondary,no,3151,no,no,cellular,6,aug,89,2,-1,0,unknown,no
42519,27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,yes
21059,33,technician,single,secondary,no,3264,no,no,cellular,14,aug,423,4,-1,0,unknown,no
18791,33,management,single,tertiary,no,-75,yes,yes,cellular,31,jul,22,8,-1,0,unknown,no
36664,43,blue-collar,married,secondary,no,1324,yes,no,telephone,12,may,179,5,-1,0,unknown,no
32506,54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no
26644,59,management,divorced,tertiary,no,17056,yes,no,cellular,20,nov,470,2,-1,0,unknown,no
20929,32,admin.,single,tertiary,no,497,yes,no,cellular,13,aug,132,4,-1,0,unknown,no
12806,44,housemaid,married,primary,no,398,no,no,cellular,7,jul,187,3,-1,0,unknown,no
7749,57,technician,married,secondary,no,0,yes,yes,unknown,30,may,200,2,-1,0,unknown,no
14666,38,housemaid,married,secondary,no,0,no,no,cellular,15,jul,105,7,-1,0,unknown,no
4088,43,services,married,secondary,no,384,yes,yes,unknown,19,may,277,3,-1,0,unknown,no
44469,35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success,yes
32431,39,services,divorced,secondary,no,2140,yes,no,cellular,16,apr,539,1,-1,0,unknown,no
2461,44,technician,divorced,secondary,no,181,no,no,unknown,13,may,302,1,-1,0,unknown,no
27578,53,technician,married,secondary,no,1738,no,yes,cellular,21,nov,168,2,-1,0,unknown,no
26792,38,management,married,secondary,no,96,yes,no,cellular,20,nov,151,3,-1,0,unknown,no
23394,33,technician,married,secondary,no,1940,no,no,cellular,27,aug,46,10,-1,0,unknown,no
32378,41,admin.,single,secondary,no,669,yes,no,cellular,16,apr,375,2,-1,0,unknown,no
44922,54,blue-collar,single,secondary,no,1633,yes,no,unknown,4,oct,12,1,-1,0,unknown,no
36171,49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,701,1,362,1,success,yes
18206,44,services,married,secondary,no,972,yes,no,cellular,30,jul,294,3,-1,0,unknown,no
37455,41,services,divorced,secondary,no,654,yes,no,cellular,13,may,139,2,-1,0,unknown,no
30459,33,management,divorced,tertiary,no,1,yes,no,cellular,5,feb,26,8,267,1,other,no
8638,30,technician,single,tertiary,no,256,yes,no,unknown,3,jun,276,2,-1,0,unknown,no
41151,69,housemaid,married,primary,no,1080,no,no,cellular,18,aug,197,2,118,2,failure,no
23906,45,blue-collar,married,primary,no,492,no,no,cellular,29,aug,141,2,-1,0,unknown,no
31639,50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,-1,0,unknown,yes
4009,43,services,married,secondary,no,3608,yes,no,unknown,16,may,165,6,-1,0,unknown,no
11318,57,blue-collar,married,primary,no,1236,no,no,unknown,18,jun,152,9,-1,0,unknown,no
38836,34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other,no
8830,31,services,single,secondary,no,-341,no,no,unknown,4,jun,171,3,-1,0,unknown,no
16096,39,self-employed,married,tertiary,no,127,no,no,cellular,22,jul,77,1,-1,0,unknown,no
5015,35,technician,married,secondary,no,1,yes,yes,unknown,21,may,85,1,-1,0,unknown,no
27404,30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
7432,36,management,single,tertiary,no,0,yes,no,unknown,29,may,211,6,-1,0,unknown,no
7539,52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
15407,31,admin.,single,secondary,no,738,yes,no,cellular,18,jul,381,1,-1,0,unknown,no
463,39,unemployed,married,primary,no,408,yes,no,unknown,6,may,53,1,-1,0,unknown,no
25139,32,management,married,tertiary,no,3442,no,no,cellular,18,nov,475,1,-1,0,unknown,no
21042,33,management,single,tertiary,no,336,no,no,cellular,14,aug,220,2,-1,0,unknown,no
18064,35,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,359,2,-1,0,unknown,no
16866,47,management,married,tertiary,no,19,no,no,cellular,25,jul,186,2,-1,0,unknown,no
39746,45,management,single,tertiary,no,1411,no,no,cellular,28,may,142,3,-1,0,unknown,no
32792,37,entrepreneur,married,secondary,no,209,yes,no,cellular,17,apr,100,1,-1,0,unknown,no
24029,33,management,married,tertiary,no,32,no,no,cellular,29,aug,27,7,-1,0,unknown,no
16407,51,admin.,married,primary,no,576,yes,no,cellular,23,jul,434,1,-1,0,unknown,no
14362,45,technician,divorced,secondary,no,-14,no,no,cellular,14,jul,292,3,-1,0,unknown,no
21290,35,management,divorced,tertiary,no,0,no,no,cellular,18,aug,100,6,-1,0,unknown,no
13618,51,blue-collar,married,unknown,no,1432,no,no,cellular,9,jul,388,1,-1,0,unknown,no
40771,50,management,married,tertiary,no,0,no,no,cellular,10,aug,232,3,130,3,other,no
2651,58,blue-collar,married,primary,no,1357,yes,no,unknown,13,may,150,2,-1,0,unknown,no
21261,51,blue-collar,married,secondary,no,193,no,no,cellular,18,aug,146,5,-1,0,unknown,no
12143,42,blue-collar,married,primary,no,0,no,no,unknown,20,jun,19,2,-1,0,unknown,no
27969,43,management,single,tertiary,no,379,yes,no,cellular,28,jan,74,1,-1,0,unknown,no
18678,41,management,married,tertiary,no,-499,no,no,cellular,31,jul,21,17,-1,0,unknown,no
34313,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,yes
22434,52,blue-collar,married,primary,no,994,no,no,cellular,22,aug,109,2,-1,0,unknown,no
22514,31,management,single,tertiary,no,47,no,no,cellular,22,aug,361,4,-1,0,unknown,no
29461,31,management,single,tertiary,no,2915,no,no,cellular,3,feb,211,1,-1,0,unknown,no
35671,56,technician,married,secondary,no,2313,yes,no,cellular,8,may,293,3,364,2,failure,no
15398,34,blue-collar,married,tertiary,no,631,yes,no,cellular,18,jul,25,1,-1,0,unknown,no
7541,38,housemaid,married,tertiary,no,5669,yes,no,unknown,30,may,31,1,-1,0,unknown,no
11716,50,technician,divorced,tertiary,no,261,no,no,unknown,20,jun,155,1,-1,0,unknown,no
10556,59,blue-collar,married,secondary,no,969,no,no,unknown,16,jun,270,1,-1,0,unknown,no
20212,30,technician,single,secondary,no,54,no,no,cellular,11,aug,194,2,-1,0,unknown,no
23979,60,admin.,married,secondary,no,221,no,no,cellular,29,aug,92,4,-1,0,unknown,no
9375,58,unknown,married,tertiary,no,4150,no,no,unknown,6,jun,363,1,-1,0,unknown,no
32427,32,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,16,apr,211,3,-1,0,unknown,no
38775,28,technician,single,secondary,no,1589,yes,no,cellular,18,may,359,5,-1,0,unknown,no
34727,35,blue-collar,married,secondary,no,225,yes,no,cellular,6,may,160,7,343,2,failure,no
2820,42,admin.,married,secondary,no,2656,yes,no,unknown,14,may,238,1,-1,0,unknown,no
22041,56,blue-collar,married,secondary,no,385,no,no,cellular,20,aug,210,3,-1,0,unknown,no
17813,44,technician,divorced,secondary,no,2340,no,no,cellular,29,jul,637,3,-1,0,unknown,no
19573,58,technician,single,secondary,no,641,no,no,cellular,7,aug,229,2,-1,0,unknown,no
35612,32,technician,single,tertiary,no,1849,yes,no,cellular,7,may,155,1,-1,0,unknown,no
29335,52,admin.,married,secondary,no,2851,no,yes,telephone,2,feb,35,1,-1,0,unknown,no
1705,59,blue-collar,married,secondary,no,1407,yes,no,unknown,9,may,232,1,-1,0,unknown,no
41491,56,retired,married,unknown,no,230,no,no,cellular,8,sep,167,1,92,2,failure,no
26128,45,technician,single,secondary,no,792,no,no,cellular,19,nov,111,5,-1,0,unknown,no
8325,37,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
42604,55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes
20676,36,technician,married,secondary,no,295,no,no,cellular,12,aug,129,6,-1,0,unknown,no
12002,38,technician,married,secondary,no,1409,yes,no,unknown,20,jun,9,14,-1,0,unknown,no
39127,34,entrepreneur,single,tertiary,no,1068,yes,no,cellular,18,may,46,6,378,2,failure,no
3686,40,technician,married,secondary,no,26,yes,no,unknown,16,may,230,3,-1,0,unknown,no
4744,32,technician,married,tertiary,no,514,yes,no,unknown,20,may,414,2,-1,0,unknown,no
8489,27,management,single,secondary,no,178,yes,no,unknown,3,jun,732,2,-1,0,unknown,yes
36755,41,management,single,secondary,no,5548,yes,no,cellular,12,may,128,2,-1,0,unknown,no
18115,43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no
6296,29,blue-collar,married,secondary,no,975,yes,no,unknown,27,may,265,2,-1,0,unknown,no
23561,42,technician,divorced,secondary,no,305,yes,no,cellular,28,aug,82,4,-1,0,unknown,no
41391,27,admin.,married,secondary,no,1596,no,no,cellular,1,sep,82,1,-1,0,unknown,yes
21520,60,admin.,married,secondary,no,3043,no,no,cellular,19,aug,235,3,-1,0,unknown,no
19297,43,management,married,tertiary,no,-127,no,no,cellular,6,aug,400,2,-1,0,unknown,no
5379,38,blue-collar,married,secondary,no,-40,yes,no,unknown,23,may,227,1,-1,0,unknown,no
3922,45,technician,single,tertiary,no,4537,yes,no,unknown,16,may,337,2,-1,0,unknown,no
43569,76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,403,1,182,1,success,yes
